order_id,order_date,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,total_amount,year,month,month_name,day_of_week,quarter,week_of_year,is_weekend,season,order_size
6403,2023-05-28,2570,User_2570,Bangalore,Regular,450,New Foods Chinese,,,827.92,2023,5,May,Sunday,2,21,True,Spring,Large
6404,2023-01-16,914,User_914,Bangalore,Regular,332,Classic Delights Family Restaurant,,,538.92,2023,1,January,Monday,1,3,False,Winter,Medium
6405,2023-04-03,85,User_85,Pune,Gold,281,Swagath Cafe Non-Veg,,,442.81,2023,4,April,Monday,2,14,False,Spring,Medium
6406,2023-11-06,2922,User_2922,Chennai,Gold,219,Taste of Cafe Andhra,Mexican,4.6,1327.81,2023,11,November,Monday,4,45,False,Fall,Extra Large
6407,2023-02-13,1643,User_1643,Chennai,Regular,475,Ruchi Kitchen Punjabi,,,1273.84,2023,2,February,Monday,1,7,False,Winter,Extra Large
6408,2023-09-01,1012,User_1012,Chennai,Gold,79,Amma Restaurant Family Restaurant,Mexican,4.9,509.37,2023,9,September,Friday,3,35,False,Fall,Medium
6409,2023-07-09,1817,User_1817,Bangalore,Gold,356,Hotel Foods Multicuisine,,,278.06,2023,7,July,Sunday,3,27,True,Summer,Small
6410,2023-08-25,384,User_384,Pune,Gold,179,Annapurna Foods Multicuisine,Italian,3.5,1286.85,2023,8,August,Friday,3,34,False,Summer,Extra Large
6411,2023-10-16,2202,User_2202,Bangalore,Gold,29,Spice Kitchen Pure Veg,Italian,3.0,237.16,2023,10,October,Monday,4,42,False,Fall,Small
6412,2023-01-10,1849,User_1849,Bangalore,Gold,438,Grand Biryani Pure Veg,,,1378.12,2023,1,January,Tuesday,1,2,False,Winter,Extra Large
6413,2023-10-06,1708,User_1708,Pune,Regular,495,Ruchi Curry House North Indian,,,1089.01,2023,10,October,Friday,4,40,False,Fall,Extra Large
6414,2023-09-15,1773,User_1773,Pune,Regular,430,Royal Delights South Indian,,,609.36,2023,9,September,Friday,3,37,False,Fall,Large
6415,2023-09-09,234,User_234,Chennai,Regular,335,New Biryani Family Restaurant,,,779.51,2023,9,September,Saturday,3,36,True,Fall,Large
6416,2023-07-10,2242,User_2242,Pune,Gold,161,Annapurna Biryani South Indian,Mexican,3.8,797.06,2023,7,July,Monday,3,28,False,Summer,Large
6417,2023-02-09,618,User_618,Chennai,Regular,378,New Mess North Indian,,,619.45,2023,2,February,Thursday,1,6,False,Winter,Large
6418,2023-03-27,2900,User_2900,Pune,Gold,220,Spice Kitchen North Indian,Mexican,3.2,433.01,2023,3,March,Monday,1,13,False,Spring,Medium
6419,2023-10-14,1324,User_1324,Bangalore,Regular,176,Classic Delights North Indian,Italian,4.0,604.45,2023,10,October,Saturday,4,41,True,Fall,Large
6420,2023-05-12,2000,User_2000,Bangalore,Regular,366,Swagath Mess Chinese,,,728.41,2023,5,May,Friday,2,19,False,Spring,Large
6421,2023-12-15,515,User_515,Chennai,Regular,434,Amma Kitchen Punjabi,,,1422.0,2023,12,December,Friday,4,50,False,Winter,Extra Large
6422,2023-03-22,443,User_443,Hyderabad,Regular,107,Spice Kitchen Punjabi,Mexican,4.0,195.4,2023,3,March,Wednesday,1,12,False,Spring,Small
6423,2023-02-09,1454,User_1454,Chennai,Regular,78,Sri Kitchen Chinese,Indian,3.5,151.81,2023,2,February,Thursday,1,6,False,Winter,Small
6424,2023-04-18,1499,User_1499,Pune,Gold,444,Classic Cafe Family Restaurant,,,642.09,2023,4,April,Tuesday,2,16,False,Spring,Large
6425,2023-02-19,1604,User_1604,Hyderabad,Regular,230,Sai Tiffins Andhra,Chinese,3.6,418.3,2023,2,February,Sunday,1,7,True,Winter,Medium
6426,2023-08-15,1966,User_1966,Hyderabad,Regular,141,Amma Kitchen South Indian,Mexican,3.3,836.97,2023,8,August,Tuesday,3,33,False,Summer,Large
6427,2023-02-08,2408,User_2408,Chennai,Regular,318,Hotel Tiffins Pure Veg,,,965.43,2023,2,February,Wednesday,1,6,False,Winter,Extra Large
6428,2023-03-19,1799,User_1799,Chennai,Gold,372,Annapurna Foods North Indian,,,910.43,2023,3,March,Sunday,1,11,True,Spring,Extra Large
6429,2023-03-02,65,User_65,Pune,Regular,290,Taste of Kitchen Chinese,,,461.31,2023,3,March,Thursday,1,9,False,Spring,Medium
6430,2023-05-27,2763,User_2763,Bangalore,Regular,402,Sai Restaurant Andhra,,,328.61,2023,5,May,Saturday,2,21,True,Spring,Medium
6431,2023-04-13,381,User_381,Bangalore,Regular,363,Annapurna Mess Pure Veg,,,616.12,2023,4,April,Thursday,2,15,False,Spring,Large
6432,2023-12-20,204,User_204,Bangalore,Regular,371,Sai Dhaba Family Restaurant,,,1405.92,2023,12,December,Wednesday,4,51,False,Winter,Extra Large
6433,2023-03-06,429,User_429,Hyderabad,Gold,167,Grand Tiffins Non-Veg,Italian,4.7,817.63,2023,3,March,Monday,1,10,False,Spring,Large
6434,2023-07-01,1181,User_1181,Pune,Gold,472,Darbar Delights Family Restaurant,,,1327.38,2023,7,July,Saturday,3,26,True,Summer,Extra Large
6435,2023-10-28,378,User_378,Pune,Gold,7,Ruchi Biryani Punjabi,Italian,3.2,1381.86,2023,10,October,Saturday,4,43,True,Fall,Extra Large
6436,2023-03-30,2318,User_2318,Pune,Gold,104,Grand Dhaba South Indian,Chinese,4.9,517.26,2023,3,March,Thursday,1,13,False,Spring,Medium
6437,2023-12-22,2858,User_2858,Hyderabad,Regular,334,Darbar Tiffins Family Restaurant,,,120.48,2023,12,December,Friday,4,51,False,Winter,Small
6438,2023-09-01,1423,User_1423,Hyderabad,Gold,285,Ruchi Eatery North Indian,,,1212.79,2023,9,September,Friday,3,35,False,Fall,Extra Large
6439,2023-04-30,1433,User_1433,Hyderabad,Gold,248,Sri Kitchen Punjabi,Italian,3.0,1233.17,2023,4,April,Sunday,2,17,True,Spring,Extra Large
6440,2023-02-19,1057,User_1057,Hyderabad,Regular,358,Udupi Cafe North Indian,,,1299.93,2023,2,February,Sunday,1,7,True,Winter,Extra Large
6441,2023-04-02,1130,User_1130,Chennai,Gold,229,Ruchi Mess Family Restaurant,Italian,3.8,1218.95,2023,4,April,Sunday,2,13,True,Spring,Extra Large
6442,2023-07-19,331,User_331,Chennai,Regular,232,New Dhaba Family Restaurant,Mexican,4.0,1406.64,2023,7,July,Wednesday,3,29,False,Summer,Extra Large
6443,2023-05-04,556,User_556,Chennai,Regular,410,Darbar Mess Pure Veg,,,289.7,2023,5,May,Thursday,2,18,False,Spring,Small
6444,2023-03-04,1601,User_1601,Bangalore,Regular,402,Sai Restaurant Andhra,,,101.36,2023,3,March,Saturday,1,9,True,Spring,Small
6445,2023-09-30,2498,User_2498,Bangalore,Regular,438,Grand Biryani Pure Veg,,,1461.2,2023,9,September,Saturday,3,39,True,Fall,Extra Large
6446,2023-11-28,202,User_202,Chennai,Regular,279,Sri Tiffins Andhra,,,777.6,2023,11,November,Tuesday,4,48,False,Fall,Large
6447,2023-06-22,1860,User_1860,Chennai,Gold,417,Hotel Biryani North Indian,,,328.13,2023,6,June,Thursday,2,25,False,Summer,Medium
6448,2023-06-23,301,User_301,Pune,Gold,484,Taste of Biryani Punjabi,,,509.57,2023,6,June,Friday,2,25,False,Summer,Medium
6449,2023-02-22,2976,User_2976,Pune,Regular,9,Classic Mess Family Restaurant,Italian,3.1,256.1,2023,2,February,Wednesday,1,8,False,Winter,Small
6450,2023-04-17,1560,User_1560,Bangalore,Gold,403,Sai Delights Pure Veg,,,639.49,2023,4,April,Monday,2,16,False,Spring,Large
6451,2023-10-06,1273,User_1273,Chennai,Regular,141,Amma Kitchen South Indian,Mexican,3.3,465.74,2023,10,October,Friday,4,40,False,Fall,Medium
6452,2023-03-21,726,User_726,Bangalore,Gold,53,Swagath Delights Andhra,Indian,4.5,195.7,2023,3,March,Tuesday,1,12,False,Spring,Small
6453,2023-05-26,2243,User_2243,Bangalore,Regular,161,Annapurna Biryani South Indian,Mexican,3.8,979.48,2023,5,May,Friday,2,21,False,Spring,Extra Large
6454,2023-03-09,674,User_674,Chennai,Regular,402,Sai Restaurant Andhra,,,1321.05,2023,3,March,Thursday,1,10,False,Spring,Extra Large
6455,2023-02-12,270,User_270,Pune,Gold,465,Sai Eatery North Indian,,,611.65,2023,2,February,Sunday,1,6,True,Winter,Large
6456,2023-03-13,2621,User_2621,Hyderabad,Regular,418,Annapurna Foods Multicuisine,,,1211.72,2023,3,March,Monday,1,11,False,Spring,Extra Large
6457,2023-09-11,1174,User_1174,Pune,Regular,211,Darbar Mess Multicuisine,Chinese,3.1,1033.35,2023,9,September,Monday,3,37,False,Fall,Extra Large
6458,2023-05-08,829,User_829,Pune,Regular,142,Ruchi Eatery Family Restaurant,Indian,4.6,398.55,2023,5,May,Monday,2,19,False,Spring,Medium
6459,2023-04-16,244,User_244,Pune,Regular,92,Amma Delights Pure Veg,Mexican,4.9,438.41,2023,4,April,Sunday,2,15,True,Spring,Medium
6460,2023-08-11,1430,User_1430,Hyderabad,Regular,278,Swagath Mess Non-Veg,,,1476.89,2023,8,August,Friday,3,32,False,Summer,Extra Large
6461,2023-09-10,459,User_459,Hyderabad,Regular,230,Sai Tiffins Andhra,Chinese,3.6,311.91,2023,9,September,Sunday,3,36,True,Fall,Medium
6462,2023-12-01,2427,User_2427,Hyderabad,Regular,3,Darbar Eatery Andhra,Mexican,4.3,1007.62,2023,12,December,Friday,4,48,False,Winter,Extra Large
6463,2023-12-24,580,User_580,Pune,Regular,278,Swagath Mess Non-Veg,,,699.87,2023,12,December,Sunday,4,51,True,Winter,Large
6464,2023-11-23,855,User_855,Chennai,Gold,494,Hotel Restaurant North Indian,,,1017.07,2023,11,November,Thursday,4,47,False,Fall,Extra Large
6465,2023-01-09,738,User_738,Hyderabad,Gold,402,Sai Restaurant Andhra,,,740.24,2023,1,January,Monday,1,2,False,Winter,Large
6466,2023-08-22,2076,User_2076,Bangalore,Gold,89,Amma Eatery Punjabi,Indian,4.3,508.68,2023,8,August,Tuesday,3,34,False,Summer,Medium
6467,2023-02-08,503,User_503,Bangalore,Gold,438,Grand Biryani Pure Veg,,,793.25,2023,2,February,Wednesday,1,6,False,Winter,Large
6468,2023-12-31,61,User_61,Pune,Gold,144,Darbar Biryani Andhra,Chinese,4.5,1424.91,2023,12,December,Sunday,4,52,True,Winter,Extra Large
6469,2023-12-14,2850,User_2850,Hyderabad,Gold,360,Taste of Restaurant Family Restaurant,,,978.16,2023,12,December,Thursday,4,50,False,Winter,Extra Large
6470,2023-03-14,497,User_497,Hyderabad,Regular,47,Ruchi Cafe Punjabi,Indian,3.4,1168.19,2023,3,March,Tuesday,1,11,False,Spring,Extra Large
6471,2023-02-27,198,User_198,Pune,Gold,97,Annapurna Delights Andhra,Mexican,3.7,314.43,2023,2,February,Monday,1,9,False,Winter,Medium
6472,2023-04-23,2756,User_2756,Pune,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2,1473.38,2023,4,April,Sunday,2,16,True,Spring,Extra Large
6473,2023-03-26,756,User_756,Hyderabad,Gold,459,Sai Delights Non-Veg,,,991.44,2023,3,March,Sunday,1,12,True,Spring,Extra Large
6474,2023-05-21,249,User_249,Hyderabad,Gold,427,Spice Kitchen Pure Veg,,,452.27,2023,5,May,Sunday,2,20,True,Spring,Medium
6475,2023-08-20,1635,User_1635,Bangalore,Gold,191,Grand Mess North Indian,Indian,4.0,1091.88,2023,8,August,Sunday,3,33,True,Summer,Extra Large
6476,2023-11-24,1155,User_1155,Hyderabad,Gold,21,Grand Biryani Family Restaurant,Indian,3.5,598.89,2023,11,November,Friday,4,47,False,Fall,Medium
6477,2023-12-31,843,User_843,Pune,Gold,334,Darbar Tiffins Family Restaurant,,,310.64,2023,12,December,Sunday,4,52,True,Winter,Medium
6478,2023-02-19,136,User_136,Pune,Gold,297,Grand Tiffins Andhra,,,256.57,2023,2,February,Sunday,1,7,True,Winter,Small
6479,2023-07-15,1412,User_1412,Chennai,Regular,12,Royal Foods Multicuisine,Mexican,3.4,864.83,2023,7,July,Saturday,3,28,True,Summer,Large
6480,2023-01-22,1425,User_1425,Pune,Regular,341,Amma Biryani Family Restaurant,,,315.69,2023,1,January,Sunday,1,3,True,Winter,Medium
6481,2023-01-06,2265,User_2265,Pune,Gold,38,Grand Tiffins Multicuisine,Italian,5.0,311.02,2023,1,January,Friday,1,1,False,Winter,Medium
6482,2023-07-04,1540,User_1540,Bangalore,Regular,315,Swagath Curry House Chinese,,,424.3,2023,7,July,Tuesday,3,27,False,Summer,Medium
6483,2023-07-05,548,User_548,Chennai,Regular,199,Sri Eatery Chinese,Italian,3.4,1023.57,2023,7,July,Wednesday,3,27,False,Summer,Extra Large
6484,2023-03-12,1280,User_1280,Hyderabad,Regular,388,Spice Cafe South Indian,,,1221.13,2023,3,March,Sunday,1,10,True,Spring,Extra Large
6485,2023-12-20,933,User_933,Hyderabad,Regular,82,Udupi Kitchen Pure Veg,Chinese,3.3,1237.48,2023,12,December,Wednesday,4,51,False,Winter,Extra Large
6486,2023-01-21,900,User_900,Hyderabad,Regular,19,Classic Biryani Chinese,Indian,3.6,1490.97,2023,1,January,Saturday,1,3,True,Winter,Extra Large
6487,2023-12-27,1557,User_1557,Pune,Gold,48,Royal Tiffins North Indian,Mexican,3.8,694.83,2023,12,December,Wednesday,4,52,False,Winter,Large
6488,2023-06-24,2352,User_2352,Pune,Regular,393,Classic Dhaba Andhra,,,197.52,2023,6,June,Saturday,2,25,True,Summer,Small
6489,2023-11-16,2979,User_2979,Chennai,Gold,240,New Mess Andhra,Indian,3.8,1398.64,2023,11,November,Thursday,4,46,False,Fall,Extra Large
6490,2023-01-24,1653,User_1653,Bangalore,Gold,279,Sri Tiffins Andhra,,,272.62,2023,1,January,Tuesday,1,4,False,Winter,Small
6491,2023-07-07,410,User_410,Chennai,Gold,389,Ruchi Mess Multicuisine,,,745.82,2023,7,July,Friday,3,27,False,Summer,Large
6492,2023-10-03,1470,User_1470,Pune,Regular,261,Spice Mess Non-Veg,Italian,3.5,529.62,2023,10,October,Tuesday,4,40,False,Fall,Medium
6493,2023-09-29,61,User_61,Pune,Gold,238,New Foods South Indian,Chinese,4.7,1317.0,2023,9,September,Friday,3,39,False,Fall,Extra Large
6494,2023-08-27,2272,User_2272,Chennai,Regular,205,Sri Mess North Indian,Italian,4.2,1128.31,2023,8,August,Sunday,3,34,True,Summer,Extra Large
6495,2023-10-28,2884,User_2884,Bangalore,Gold,340,Ruchi Tiffins Punjabi,,,788.51,2023,10,October,Saturday,4,43,True,Fall,Large
6496,2023-11-23,1799,User_1799,Chennai,Gold,456,Hotel Dhaba Chinese,,,112.75,2023,11,November,Thursday,4,47,False,Fall,Small
6497,2023-05-01,1506,User_1506,Pune,Regular,89,Amma Eatery Punjabi,Indian,4.3,1237.32,2023,5,May,Monday,2,18,False,Spring,Extra Large
6498,2023-07-27,1010,User_1010,Hyderabad,Regular,400,Ruchi Tiffins Non-Veg,,,357.49,2023,7,July,Thursday,3,30,False,Summer,Medium
6499,2023-12-05,574,User_574,Chennai,Regular,211,Darbar Mess Multicuisine,Chinese,3.1,1015.9,2023,12,December,Tuesday,4,49,False,Winter,Extra Large
6500,2023-04-26,195,User_195,Hyderabad,Gold,96,Annapurna Biryani Non-Veg,Mexican,4.4,804.71,2023,4,April,Wednesday,2,17,False,Spring,Large
6501,2023-01-12,2646,User_2646,Hyderabad,Gold,3,Darbar Eatery Andhra,Mexican,4.3,611.59,2023,1,January,Thursday,1,2,False,Winter,Large
6502,2023-08-01,2468,User_2468,Hyderabad,Gold,473,Sri Restaurant Andhra,,,823.54,2023,8,August,Tuesday,3,31,False,Summer,Large
6503,2023-11-13,64,User_64,Pune,Regular,320,Hotel Cafe Multicuisine,,,253.19,2023,11,November,Monday,4,46,False,Fall,Small
6504,2023-09-23,2666,User_2666,Chennai,Gold,17,Udupi Delights Non-Veg,Indian,4.6,1183.84,2023,9,September,Saturday,3,38,True,Fall,Extra Large
6505,2023-09-09,1118,User_1118,Pune,Gold,166,Classic Cafe Andhra,Chinese,4.6,1215.57,2023,9,September,Saturday,3,36,True,Fall,Extra Large
6506,2023-03-28,2324,User_2324,Bangalore,Gold,306,Grand Dhaba Non-Veg,,,229.18,2023,3,March,Tuesday,1,13,False,Spring,Small
6507,2023-07-03,255,User_255,Chennai,Gold,9,Classic Mess Family Restaurant,Italian,3.1,1270.93,2023,7,July,Monday,3,27,False,Summer,Extra Large
6508,2023-08-27,2956,User_2956,Hyderabad,Regular,217,Royal Eatery Family Restaurant,Indian,4.8,620.03,2023,8,August,Sunday,3,34,True,Summer,Large
6509,2023-03-25,183,User_183,Chennai,Gold,164,Udupi Mess Family Restaurant,Italian,3.5,1203.92,2023,3,March,Saturday,1,12,True,Spring,Extra Large
6510,2023-05-29,2290,User_2290,Hyderabad,Gold,488,New Biryani North Indian,,,1419.7,2023,5,May,Monday,2,22,False,Spring,Extra Large
6511,2023-05-09,1779,User_1779,Chennai,Regular,255,Hotel Tiffins Punjabi,Mexican,3.1,840.27,2023,5,May,Tuesday,2,19,False,Spring,Large
6512,2023-01-25,784,User_784,Hyderabad,Regular,366,Swagath Mess Chinese,,,737.24,2023,1,January,Wednesday,1,4,False,Winter,Large
6513,2023-01-08,2118,User_2118,Chennai,Regular,364,Sri Foods Non-Veg,,,235.0,2023,1,January,Sunday,1,1,True,Winter,Small
6514,2023-08-29,973,User_973,Hyderabad,Regular,478,New Tiffins Pure Veg,,,858.27,2023,8,August,Tuesday,3,35,False,Summer,Large
6515,2023-10-01,2353,User_2353,Pune,Regular,151,Annapurna Cafe Multicuisine,Chinese,3.8,1113.44,2023,10,October,Sunday,4,39,True,Fall,Extra Large
6516,2023-10-02,728,User_728,Hyderabad,Gold,316,Darbar Tiffins Andhra,,,1263.3,2023,10,October,Monday,4,40,False,Fall,Extra Large
6517,2023-05-19,1194,User_1194,Chennai,Regular,450,New Foods Chinese,,,144.97,2023,5,May,Friday,2,20,False,Spring,Small
6518,2023-07-02,2949,User_2949,Bangalore,Gold,370,Swagath Cafe Multicuisine,,,505.97,2023,7,July,Sunday,3,26,True,Summer,Medium
6519,2023-01-02,556,User_556,Chennai,Regular,54,Ruchi Tiffins Multicuisine,Italian,4.9,175.36,2023,1,January,Monday,1,1,False,Winter,Small
6520,2023-05-26,552,User_552,Hyderabad,Regular,369,Amma Foods Chinese,,,787.11,2023,5,May,Friday,2,21,False,Spring,Large
6521,2023-05-12,2457,User_2457,Chennai,Gold,478,New Tiffins Pure Veg,,,1214.57,2023,5,May,Friday,2,19,False,Spring,Extra Large
6522,2023-09-18,1590,User_1590,Chennai,Gold,84,Grand Mess Chinese,Chinese,3.2,682.64,2023,9,September,Monday,3,38,False,Fall,Large
6523,2023-09-04,109,User_109,Chennai,Regular,474,Annapurna Tiffins Pure Veg,,,1270.67,2023,9,September,Monday,3,36,False,Fall,Extra Large
6524,2023-11-05,2655,User_2655,Bangalore,Regular,342,Ruchi Cafe Chinese,,,728.44,2023,11,November,Sunday,4,44,True,Fall,Large
6525,2023-06-06,2452,User_2452,Pune,Gold,354,Darbar Kitchen Chinese,,,1377.12,2023,6,June,Tuesday,2,23,False,Summer,Extra Large
6526,2023-05-25,2272,User_2272,Chennai,Regular,432,Hotel Eatery Pure Veg,,,174.16,2023,5,May,Thursday,2,21,False,Spring,Small
6527,2023-03-04,1918,User_1918,Bangalore,Regular,379,New Dhaba South Indian,,,235.37,2023,3,March,Saturday,1,9,True,Spring,Small
6528,2023-06-09,446,User_446,Pune,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,480.08,2023,6,June,Friday,2,23,False,Summer,Medium
6529,2023-05-31,1282,User_1282,Chennai,Regular,422,Sai Curry House South Indian,,,656.35,2023,5,May,Wednesday,2,22,False,Spring,Large
6530,2023-11-24,968,User_968,Bangalore,Regular,90,Classic Biryani Pure Veg,Italian,4.8,478.23,2023,11,November,Friday,4,47,False,Fall,Medium
6531,2023-08-15,429,User_429,Hyderabad,Gold,188,Swagath Mess Multicuisine,Chinese,4.6,1201.58,2023,8,August,Tuesday,3,33,False,Summer,Extra Large
6532,2023-02-27,777,User_777,Chennai,Gold,56,Sri Delights Pure Veg,Italian,3.2,511.03,2023,2,February,Monday,1,9,False,Winter,Medium
6533,2023-03-30,1998,User_1998,Pune,Regular,234,Swagath Kitchen North Indian,Chinese,3.7,899.02,2023,3,March,Thursday,1,13,False,Spring,Large
6534,2023-05-14,909,User_909,Bangalore,Regular,271,Hotel Curry House North Indian,Chinese,3.8,1429.63,2023,5,May,Sunday,2,19,True,Spring,Extra Large
6535,2023-03-24,1853,User_1853,Hyderabad,Gold,90,Classic Biryani Pure Veg,Italian,4.8,1034.83,2023,3,March,Friday,1,12,False,Spring,Extra Large
6536,2023-06-03,2571,User_2571,Pune,Gold,427,Spice Kitchen Pure Veg,,,937.02,2023,6,June,Saturday,2,22,True,Summer,Extra Large
6537,2023-05-23,1360,User_1360,Chennai,Gold,31,Udupi Delights North Indian,Mexican,4.7,509.78,2023,5,May,Tuesday,2,21,False,Spring,Medium
6538,2023-10-18,2270,User_2270,Hyderabad,Gold,222,Grand Dhaba Chinese,Italian,4.9,168.56,2023,10,October,Wednesday,4,42,False,Fall,Small
6539,2023-05-28,2263,User_2263,Hyderabad,Gold,140,Royal Tiffins Punjabi,Italian,3.3,270.65,2023,5,May,Sunday,2,21,True,Spring,Small
6540,2023-06-01,432,User_432,Pune,Regular,309,Ruchi Curry House Multicuisine,,,1219.33,2023,6,June,Thursday,2,22,False,Summer,Extra Large
6541,2023-10-09,1499,User_1499,Pune,Gold,176,Classic Delights North Indian,Italian,4.0,1020.55,2023,10,October,Monday,4,41,False,Fall,Extra Large
6542,2023-04-17,2600,User_2600,Pune,Gold,35,Royal Biryani North Indian,Chinese,3.9,1335.48,2023,4,April,Monday,2,16,False,Spring,Extra Large
6543,2023-03-20,2924,User_2924,Hyderabad,Gold,371,Sai Dhaba Family Restaurant,,,623.33,2023,3,March,Monday,1,12,False,Spring,Large
6544,2023-06-21,706,User_706,Bangalore,Gold,180,Grand Restaurant Punjabi,Chinese,4.4,551.37,2023,6,June,Wednesday,2,25,False,Summer,Medium
6545,2023-09-16,1400,User_1400,Hyderabad,Gold,378,New Mess North Indian,,,1324.95,2023,9,September,Saturday,3,37,True,Fall,Extra Large
6546,2023-03-02,2906,User_2906,Hyderabad,Regular,378,New Mess North Indian,,,774.16,2023,3,March,Thursday,1,9,False,Spring,Large
6547,2023-07-25,560,User_560,Bangalore,Gold,229,Ruchi Mess Family Restaurant,Italian,3.8,1129.28,2023,7,July,Tuesday,3,30,False,Summer,Extra Large
6548,2023-08-08,1098,User_1098,Bangalore,Regular,297,Grand Tiffins Andhra,,,1416.18,2023,8,August,Tuesday,3,32,False,Summer,Extra Large
6549,2023-09-23,1248,User_1248,Hyderabad,Gold,85,Royal Kitchen South Indian,Mexican,4.4,499.84,2023,9,September,Saturday,3,38,True,Fall,Medium
6550,2023-09-26,2165,User_2165,Chennai,Gold,53,Swagath Delights Andhra,Indian,4.5,622.12,2023,9,September,Tuesday,3,39,False,Fall,Large
6551,2023-11-14,665,User_665,Pune,Gold,105,Amma Curry House South Indian,Mexican,4.2,1228.37,2023,11,November,Tuesday,4,46,False,Fall,Extra Large
6552,2023-11-19,2344,User_2344,Hyderabad,Regular,169,Ruchi Curry House Pure Veg,Italian,4.2,1079.64,2023,11,November,Sunday,4,46,True,Fall,Extra Large
6553,2023-04-04,967,User_967,Pune,Gold,250,Sai Foods Non-Veg,Mexican,3.4,149.89,2023,4,April,Tuesday,2,14,False,Spring,Small
6554,2023-01-03,330,User_330,Chennai,Regular,321,Sai Restaurant Non-Veg,,,854.01,2023,1,January,Tuesday,1,1,False,Winter,Large
6555,2023-11-17,37,User_37,Bangalore,Regular,476,Royal Curry House Multicuisine,,,282.26,2023,11,November,Friday,4,46,False,Fall,Small
6556,2023-03-01,2072,User_2072,Hyderabad,Regular,214,Amma Foods North Indian,Chinese,3.4,147.33,2023,3,March,Wednesday,1,9,False,Spring,Small
6557,2023-03-20,804,User_804,Bangalore,Gold,278,Swagath Mess Non-Veg,,,1393.8,2023,3,March,Monday,1,12,False,Spring,Extra Large
6558,2023-05-23,465,User_465,Pune,Gold,299,Taste of Kitchen North Indian,,,146.09,2023,5,May,Tuesday,2,21,False,Spring,Small
6559,2023-05-07,48,User_48,Chennai,Gold,430,Royal Delights South Indian,,,242.71,2023,5,May,Sunday,2,18,True,Spring,Small
6560,2023-07-03,2095,User_2095,Hyderabad,Regular,300,Ruchi Mess Punjabi,,,406.76,2023,7,July,Monday,3,27,False,Summer,Medium
6561,2023-01-18,2722,User_2722,Pune,Gold,31,Udupi Delights North Indian,Mexican,4.7,245.2,2023,1,January,Wednesday,1,3,False,Winter,Small
6562,2023-02-20,2996,User_2996,Hyderabad,Gold,201,Spice Cafe Pure Veg,Mexican,3.4,750.52,2023,2,February,Monday,1,8,False,Winter,Large
6563,2023-06-19,2772,User_2772,Bangalore,Gold,328,Ruchi Curry House Andhra,,,597.53,2023,6,June,Monday,2,25,False,Summer,Medium
6564,2023-08-20,1889,User_1889,Pune,Regular,16,Sai Mess Andhra,Indian,4.6,1122.05,2023,8,August,Sunday,3,33,True,Summer,Extra Large
6565,2023-12-01,2804,User_2804,Hyderabad,Regular,238,New Foods South Indian,Chinese,4.7,412.49,2023,12,December,Friday,4,48,False,Winter,Medium
6566,2023-09-07,2380,User_2380,Pune,Regular,156,Sri Tiffins North Indian,Italian,3.8,496.62,2023,9,September,Thursday,3,36,False,Fall,Medium
6567,2023-12-20,2220,User_2220,Bangalore,Regular,197,Sri Curry House North Indian,Mexican,4.7,578.09,2023,12,December,Wednesday,4,51,False,Winter,Medium
6568,2023-06-06,556,User_556,Chennai,Regular,211,Darbar Mess Multicuisine,Chinese,3.1,701.99,2023,6,June,Tuesday,2,23,False,Summer,Large
6569,2023-09-19,1069,User_1069,Chennai,Regular,177,Udupi Restaurant South Indian,Indian,3.9,1034.4,2023,9,September,Tuesday,3,38,False,Fall,Extra Large
6570,2023-09-24,705,User_705,Bangalore,Regular,99,Sri Restaurant Family Restaurant,Italian,4.0,899.68,2023,9,September,Sunday,3,38,True,Fall,Large
6571,2023-07-15,851,User_851,Hyderabad,Gold,277,Swagath Restaurant North Indian,,,844.28,2023,7,July,Saturday,3,28,True,Summer,Large
6572,2023-11-08,660,User_660,Chennai,Gold,481,Sai Restaurant Non-Veg,,,1311.01,2023,11,November,Wednesday,4,45,False,Fall,Extra Large
6573,2023-12-16,2229,User_2229,Hyderabad,Regular,134,New Tiffins Non-Veg,Mexican,4.3,1442.47,2023,12,December,Saturday,4,50,True,Winter,Extra Large
6574,2023-11-15,1177,User_1177,Bangalore,Regular,336,Sai Foods Andhra,,,562.9,2023,11,November,Wednesday,4,46,False,Fall,Medium
6575,2023-05-26,1694,User_1694,Chennai,Gold,174,Amma Biryani North Indian,Mexican,3.1,1350.56,2023,5,May,Friday,2,21,False,Spring,Extra Large
6576,2023-11-29,2793,User_2793,Bangalore,Gold,233,Grand Cafe Family Restaurant,Italian,4.5,390.34,2023,11,November,Wednesday,4,48,False,Fall,Medium
6577,2023-03-03,2555,User_2555,Bangalore,Regular,11,Taste of Kitchen Family Restaurant,Chinese,4.9,1188.6,2023,3,March,Friday,1,9,False,Spring,Extra Large
6578,2023-03-31,586,User_586,Bangalore,Gold,241,Hotel Biryani Andhra,Chinese,3.9,1067.29,2023,3,March,Friday,1,13,False,Spring,Extra Large
6579,2023-10-10,2877,User_2877,Chennai,Gold,135,Amma Eatery Non-Veg,Indian,3.7,1067.3,2023,10,October,Tuesday,4,41,False,Fall,Extra Large
